Palabra,Frecuencia,Sentimiento
strong,14,Positiva
business,14,Neutral
sad,14,Negativa
illegal,14,Negativa
china,14,Neutral
worst,14,Negativa
criminal,14,Negativa
understand,14,Neutral
peter,14,Neutral
wanted,14,Neutral
security,14,Neutral
yale,14,Neutral
funny,14,Negativa
b,14,Neutral
probably,14,Neutral
home,14,Neutral
course,14,Neutral
save,14,Neutral
least,14,Neutral
though,14,Neutral
exactly,14,Neutral
crazy,14,Negativa
worked,14,Positiva
since,14,Neutral
whats,14,Neutral
head,14,Neutral
chance,14,Neutral
ukraine,14,Neutral
born,14,Neutral
chose,14,Neutral
speak,13,Neutral
taking,13,Neutral
christian,13,Neutral
putin,13,Neutral
eye,13,Neutral
supporting,13,Positiva
end,13,Neutral
attack,13,Negativa
citizen,13,Neutral
proud,13,Positiva
seen,13,Neutral
whatever,13,Neutral
le,13,Neutral
difference,13,Neutral
social,13,Neutral
earth,13,Neutral
came,13,Neutral
middle,13,Neutral
completely,13,Neutral
january,13,Neutral
constitution,13,Neutral
legal,13,Neutral
christ,13,Neutral
mark,13,Neutral
dnc,13,Neutral
looking,13,Neutral
past,13,Neutral
tried,13,Neutral
longer,13,Neutral
public,13,Neutral
folk,13,Neutral
play,13,Neutral
secret,13,Neutral
experience,13,Neutral
voter,12,Neutral
swamp,12,Neutral
honest,12,Positiva
flip,12,Neutral
idea,12,Neutral
jr,12,Neutral
hear,12,Neutral
cut,12,Neutral
went,12,Neutral
former,12,Neutral
supporter,12,Positiva
lied,12,Negativa
brilliant,12,Positiva
nobody,12,Neutral
today,12,Neutral
id,12,Neutral
term,12,Neutral
imagine,12,Neutral
ill,12,Neutral
dumb,12,Negativa
paid,12,Neutral
trumpvance,12,Neutral
action,12,Neutral
control,12,Neutral
together,12,Neutral
entire,12,Neutral
fight,12,Neutral
tulsi,12,Neutral
respect,12,Positiva
speaks,12,Neutral
different,12,Neutral
shame,12,Negativa
interviewer,12,Neutral
using,12,Neutral
wonder,12,Positiva
dictator,12,Negativa
record,12,Neutral
kevin,12,Neutral
lord,12,Neutral
margaret,12,Neutral
truly,11,Neutral
honestly,11,Neutral
cry,11,Negativa
decent,11,Positiva
moral,11,Neutral
corrupt,11,Negativa
lose,11,Negativa
trumper,11,Neutral
seem,11,Neutral
journalism,11,Neutral
happened,11,Neutral
calling,11,Neutral
brain,11,Neutral
veteran,11,Neutral
pretty,11,Positiva
red,11,Neutral
bit,11,Neutral
price,11,Neutral
air,11,Neutral
king,11,Neutral
peace,11,Positiva
actual,11,Neutral
suck,11,Negativa
watching,11,Neutral
ticket,11,Neutral
th,11,Neutral
open,11,Neutral
bring,11,Neutral
couch,11,Neutral
turned,11,Neutral
shit,11,Negativa
place,11,Neutral
hypocrite,11,Negativa
propaganda,11,Negativa
hey,11,Neutral
system,11,Neutral
top,11,Positiva
coming,11,Neutral
mouth,11,Neutral
position,11,Neutral
part,11,Neutral
three,11,Neutral
mike,11,Neutral
killed,11,Negativa
decision,11,Neutral
nice,11,Positiva
cuban,11,Neutral
husband,11,Neutral
presidency,10,Neutral
married,10,Neutral
type,10,Neutral
behind,10,Neutral
plan,10,Neutral
fix,10,Neutral
bought,10,Neutral
able,10,Neutral
arent,10,Neutral
piece,10,Neutral
jds,10,Neutral
shall,10,Neutral
choose,10,Neutral
cost,10,Neutral
allowed,10,Neutral
rich,10,Positiva
cbs,10,Neutral
straight,10,Neutral
created,10,Neutral
knew,10,Neutral
fair,10,Positiva
israel,10,Neutral
perfect,10,Positiva
reality,10,Neutral
stay,10,Neutral
force,10,Neutral
order,10,Neutral
ear,10,Neutral
creepy,10,Negativa
definitely,10,Neutral
short,10,Neutral
hair,10,Neutral
highly,10,Neutral
disaster,10,Negativa
rather,10,Neutral
asking,10,Neutral
narrative,10,Neutral
shady,10,Negativa
month,10,Neutral
soul,10,Neutral
health,10,Neutral
hillbilly,10,Neutral
according,10,Neutral
beautiful,10,Positiva
gc,10,Neutral
india,10,Neutral
needed,9,Neutral
group,9,Neutral
low,9,Neutral
character,9,Neutral
fascist,9,Negativa
assassination,9,Neutral
wake,9,Neutral
fired,9,Neutral
birth,9,Neutral
kind,9,Neutral
rfk,9,Neutral
fall,9,Negativa
f,9,Neutral
sorry,9,Negativa
seeing,9,Neutral
gabbard,9,Neutral
thiel,9,Neutral
found,9,Neutral
lack,9,Negativa
color,9,Neutral
ashamed,9,Negativa
decade,9,Neutral
along,9,Neutral
tapper,9,Neutral
laugh,9,Neutral
moderator,9,Neutral
fit,9,Neutral
bank,9,Neutral
car,9,Neutral
charging,9,Neutral
charge,9,Neutral
rhetoric,9,Negativa
waltz,9,Neutral
putting,9,Neutral
biggest,9,Neutral
close,9,Neutral
secure,9,Positiva
start,9,Neutral
afraid,9,Negativa
corruption,9,Negativa
based,9,Neutral
bias,9,Negativa
value,9,Neutral
forward,9,Neutral
rally,9,Neutral
suit,9,Neutral
thanks,9,Neutral
orange,9,Neutral
nasty,9,Negativa
guest,9,Neutral
justice,9,Neutral
intelligence,9,Positiva
convicted,9,Neutral
crime,9,Negativa
important,9,Positiva
ok,9,Neutral
line,9,Neutral
violence,9,Neutral
crap,9,Negativa
david,9,Neutral
game,9,Neutral
mistake,9,Negativa
middletown,9,Neutral
alive,9,Neutral
upon,9,Neutral
nbc,9,Neutral
greatest,8,Positiva
mental,8,Neutral
ballot,8,Neutral
gone,8,Neutral
doubt,8,Negativa
mom,8,Neutral
minority,8,Neutral
education,8,Neutral
hilarious,8,Positiva
self,8,Neutral
mention,8,Neutral
couldnt,8,Neutral
church,8,Neutral
younger,8,Neutral
hit,8,Neutral
common,8,Neutral
loose,8,Negativa
foot,8,Neutral
hold,8,Neutral
abc,8,Neutral
station,8,Neutral
saw,8,Neutral
ev,8,Neutral
global,8,Neutral
especially,8,Neutral
europe,8,Neutral
communist,8,Neutral
union,8,Neutral
cause,8,Neutral
living,8,Neutral
network,8,Neutral
gun,8,Neutral
mother,8,Neutral
federal,8,Neutral
information,8,Neutral
four,8,Neutral
basically,8,Neutral
document,8,Neutral
mexico,8,Neutral
seriously,8,Neutral
speaking,8,Neutral
mad,8,Negativa
fighting,8,Neutral
worker,8,Neutral
weak,8,Negativa
amen,8,Neutral
corporate,8,Neutral
rnc,8,Neutral
rule,8,Neutral
creep,8,Negativa
gave,8,Neutral
night,8,Neutral
blame,8,Negativa
liberty,8,Positiva
pas,8,Neutral
awesome,8,Positiva
constantly,8,Neutral
claim,8,Neutral
bus,8,Neutral
interrupt,8,Negativa
dangerous,8,Negativa
yeah,8,Neutral
proof,8,Neutral
base,8,Neutral
mess,8,Negativa
picking,8,Neutral
move,8,Neutral
thou,8,Neutral
loser,8,Negativa
blood,8,Neutral
follower,8,Neutral
worse,8,Negativa
asked,8,Neutral
djt,8,Neutral
yall,8,Neutral
bidens,8,Neutral
musk,8,Neutral
flag,8,Neutral
period,8,Neutral
usha,8,Neutral
hour,8,Neutral
jeshua,8,Neutral
arab,8,Neutral
shirt,8,Neutral
patriot,7,Positiva
set,7,Neutral
known,7,Neutral
stuff,7,Neutral
elon,7,Neutral
level,7,Neutral
leadership,7,Neutral
quality,7,Neutral
starting,7,Neutral
career,7,Neutral
possible,7,Neutral
chosen,7,Neutral
complex,7,Negativa
promise,7,Positiva
easy,7,Positiva
lower,7,Neutral
company,7,Neutral
ridiculous,7,Negativa
dead,7,Negativa
disgrace,7,Negativa
farmer,7,Neutral
wan,7,Neutral
elite,7,Positiva
etc,7,Neutral
total,7,Neutral
clean,7,Positiva
continue,7,Neutral
successful,7,Positiva
failed,7,Negativa
parent,7,Neutral
simply,7,Neutral
november,7,Neutral
covid,7,Neutral
quit,7,Neutral
building,7,Neutral
foreign,7,Neutral
sent,7,Neutral
dog,7,Neutral
fellow,7,Neutral
principle,7,Neutral
integrity,7,Neutral
pennsylvania,7,Neutral
false,7,Negativa
police,7,Neutral
crowd,7,Neutral
agenda,7,Neutral
generation,7,Neutral
dollar,7,Neutral
soon,7,Neutral
city,7,Neutral
safe,7,Positiva
rude,7,Negativa
happen,7,Neutral
outlet,7,Neutral
laughing,7,Neutral
bag,7,Neutral
sell,7,Neutral
post,7,Neutral
fear,7,Negativa
glad,7,Positiva
statement,7,Neutral
turn,7,Neutral
single,7,Neutral
extremely,7,Neutral
gate,7,Neutral
fraud,7,Negativa
bully,7,Negativa
russia,7,Neutral
jail,7,Neutral
bos,7,Neutral
forget,7,Neutral
trumpers,7,Neutral
huge,7,Neutral
protection,7,Positiva
college,7,Neutral
student,7,Neutral
pro,7,Neutral
loving,7,Positiva
constitutional,7,Neutral
conscience,7,Neutral
legislation,7,Neutral
obvious,7,Neutral
senate,7,Neutral
loyal,7,Positiva
positive,7,Positiva
religious,7,Neutral
sunday,7,Neutral
broke,7,Negativa
hulk,7,Neutral
elected,6,Neutral
official,6,Neutral
learn,6,Neutral
later,6,Neutral
connection,6,Neutral
spirit,6,Neutral
scared,6,Negativa
james,6,Neutral
anymore,6,Neutral
tv,6,Neutral
paper,6,Neutral
woke,6,Neutral
respectful,6,Positiva
ignorant,6,Negativa
compared,6,Neutral
deep,6,Neutral
enemy,6,Negativa
v,6,Neutral
creature,6,Neutral
certainly,6,Neutral
watched,6,Neutral
feeling,6,Neutral
welcome,6,Positiva
lovely,6,Positiva
insane,6,Negativa
national,6,Neutral
twice,6,Neutral
opposite,6,Neutral
interest,6,Neutral
experienced,6,Neutral
blah,6,Negativa
argument,6,Neutral
becomes,6,Neutral
jan,6,Neutral
capacity,6,Neutral
lead,6,Positiva
rate,6,Neutral
due,6,Neutral
tampon,6,Neutral
became,6,Neutral
university,6,Neutral
deal,6,Neutral
poverty,6,Negativa
program,6,Neutral
society,6,Neutral
socialist,6,Neutral
street,6,Neutral
appreciate,6,Positiva
articulate,6,Positiva
danger,6,Negativa
add,6,Neutral
east,6,Neutral
werent,6,Neutral
providing,6,Neutral
wage,6,Neutral
giving,6,Neutral
shut,6,Neutral
kept,6,Neutral
late,6,Neutral
process,6,Neutral
fine,6,Positiva
supported,6,Positiva
happy,6,Positiva
logic,6,Neutral
given,6,Neutral
missing,6,Neutral
stood,6,Neutral
shot,6,Neutral
green,6,Neutral
letting,6,Neutral
small,6,Neutral
gay,6,Neutral
super,6,Positiva
boring,6,Negativa
changing,6,Neutral
uneducated,6,Neutral
star,6,Neutral
favor,6,Positiva
boot,6,Neutral
convention,6,Neutral
passed,6,Neutral
satan,6,Neutral
pathetic,6,Negativa
none,6,Neutral
unbelievable,6,Negativa
chump,6,Neutral
kaitlan,6,Neutral
defending,6,Neutral
conservative,6,Negativa
pant,6,Neutral
sometimes,6,Neutral
walk,6,Neutral
example,6,Neutral
room,6,Neutral
knowledge,6,Neutral
quite,6,Neutral
acting,6,Neutral
mainstream,6,Neutral
fbi,6,Neutral
devil,6,Negativa
spineless,6,Neutral
wannabe,6,Neutral
result,6,Neutral
sick,6,Negativa
daddy,6,Neutral
surprised,6,Neutral
carry,6,Neutral
industry,6,Neutral
except,6,Neutral
stance,6,Neutral
blind,6,Negativa
sex,6,Neutral
current,6,Neutral
admit,6,Neutral
towards,6,Neutral
trouble,6,Negativa
almost,6,Neutral
wonderful,6,Positiva
listening,6,Neutral
wrote,6,Neutral
ready,6,Positiva
figure,6,Neutral
religion,6,Neutral
male,6,Neutral
heritage,6,Neutral
cuz,6,Neutral
freaking,6,Negativa
brother,6,Neutral
congrats,6,Neutral
finally,6,Neutral
happiness,6,Positiva
corporation,6,Neutral
talked,6,Neutral
press,6,Neutral
heart,6,Neutral
success,6,Positiva
dad,6,Neutral
plus,6,Neutral
rock,6,Neutral
hed,6,Neutral
land,6,Neutral
commandment,6,Neutral
meet,6,Neutral
league,6,Neutral
beard,6,Neutral
hogan,6,Neutral
regardless,5,Neutral
number,5,Neutral
following,5,Neutral
threat,5,Negativa
youve,5,Neutral
brainwashed,5,Neutral
bowman,5,Neutral
liked,5,Positiva
learned,5,Neutral
dump,5,Negativa
wanting,5,Neutral
governor,5,Neutral
obviously,5,Neutral
individual,5,Neutral
stated,5,Neutral
option,5,Neutral
section,5,Neutral
belongs,5,Neutral
totally,5,Neutral
center,5,Neutral
iran,5,Neutral
thousand,5,Neutral
similar,5,Neutral
benefit,5,Positiva
everybody,5,Neutral
rise,5,Neutral
offer,5,Neutral
realize,5,Neutral
playing,5,Neutral
oil,5,Neutral
average,5,Neutral
fantastic,5,Positiva
owner,5,Neutral
vehicle,5,Neutral
tesla,5,Neutral
driver,5,Neutral
proper,5,Positiva
repair,5,Neutral
potential,5,Neutral
loss,5,Negativa
available,5,Positiva
insurance,5,Neutral
higher,5,Neutral
often,5,Neutral
congress,5,Neutral
hearing,5,Neutral
lmao,5,Neutral
stuck,5,Negativa
case,5,Neutral
clear,5,Positiva
complete,5,Neutral
climate,5,Neutral
rid,5,Neutral
okay,5,Neutral
incredible,5,Positiva
background,5,Neutral
search,5,Neutral
awful,5,Negativa
response,5,Neutral
voice,5,Neutral
civil,5,Neutral
allow,5,Neutral
listened,5,Neutral
radical,5,Negativa
capital,5,Neutral
break,5,Negativa
sentence,5,Neutral
forgot,5,Neutral
serious,5,Neutral
honesty,5,Positiva
cat,5,Neutral
ban,5,Neutral
damn,5,Negativa
defend,5,Neutral
moment,5,Neutral
ideal,5,Positiva
across,5,Neutral
risk,5,Negativa
eyeliner,5,Neutral
youll,5,Neutral
wall,5,Neutral
illegals,5,Neutral
logical,5,Positiva
qualified,5,Positiva
front,5,Neutral
jdvance,5,Neutral
economics,5,Neutral
purpose,5,Neutral
sir,5,Neutral
congratulation,5,Positiva
send,5,Neutral
sincere,5,Positiva
strange,5,Negativa
reaction,5,Neutral
serve,5,Neutral
trans,5,Neutral
awkward,5,Negativa
among,5,Neutral
bone,5,Neutral
vet,5,Neutral
audience,5,Neutral
germany,5,Neutral
cult,5,Neutral
morning,5,Neutral
normal,5,Neutral
share,5,Neutral
personality,5,Neutral
lip,5,Neutral
spread,5,Neutral
personal,5,Neutral
annoying,5,Negativa
court,5,Neutral
couple,5,Neutral
absolute,5,Neutral
necessary,5,Neutral
contrary,5,Neutral
excuse,5,Negativa
smarter,5,Positiva
stage,5,Neutral
jake,5,Neutral
opponent,5,Negativa
zero,5,Neutral
omg,5,Neutral
throw,5,Neutral
rubio,5,Neutral
refused,5,Negativa
content,5,Neutral
breath,5,Neutral
explain,5,Neutral
unfit,5,Negativa
including,5,Neutral
continues,5,Neutral
pill,5,Neutral
female,5,Neutral
destroyed,5,Neutral
army,5,Neutral
loyalty,5,Positiva
fence,5,Neutral
paying,5,Neutral
prove,5,Neutral
condition,5,Neutral
checking,5,Neutral
praying,5,Neutral
frum,5,Neutral
knowing,5,Neutral
divine,5,Positiva
culture,5,Neutral
sociopath,5,Neutral
version,5,Neutral
inside,5,Neutral
week,5,Neutral
addiction,5,Neutral
p,5,Neutral
luck,5,Positiva
drug,5,Neutral
robert,5,Neutral
foundation,5,Neutral
bet,5,Neutral
lived,5,Neutral
modern,5,Positiva
study,5,Neutral
bangladeshi,5,Neutral
scott,5,Neutral
greater,5,Neutral
jones,5,Neutral
peaceful,5,Positiva
sit,5,Neutral
warmonger,5,Neutral
showing,5,Neutral
monger,5,Neutral
establishment,5,Neutral
hating,5,Negativa
population,5,Neutral
ahead,5,Neutral
choosing,5,Neutral
however,5,Neutral
excellent,5,Positiva
smile,5,Positiva
fox,5,Neutral
google,5,Neutral
mercy,5,Positiva
ah,5,Neutral
early,5,Neutral
becoming,5,Neutral
member,5,Neutral
flopper,5,Neutral
humble,5,Positiva
door,5,Neutral
everyday,5,Neutral
pelosi,5,Neutral
capitol,5,Neutral
waste,5,Negativa
r,5,Neutral
faith,5,Positiva
iq,5,Neutral
guard,5,Neutral
followed,5,Neutral
potus,5,Neutral
named,5,Neutral
age,5,Neutral
pray,5,Neutral
retiree,5,Neutral
st,5,Neutral
pr,5,Neutral
في,5,Neutral
ترمب,5,Neutral
العرب,5,Neutral
discourtesy,5,Neutral
mega,4,Neutral
surrounded,4,Neutral
movement,4,Neutral
sign,4,Neutral
reference,4,Neutral
favorite,4,Positiva
trustworthy,4,Positiva
desantis,4,Neutral
influence,4,Neutral
publicly,4,Neutral
reprehensible,4,Negativa
buy,4,Neutral
box,4,Neutral
destroy,4,Negativa
beat,4,Neutral
horrendous,4,Negativa
russian,4,Neutral
popular,4,Positiva
appeal,4,Positiva
voiced,4,Neutral
treat,4,Neutral
ethic,4,Neutral
morally,4,Neutral
eric,4,Neutral
comedian,4,Neutral
essentially,4,Neutral
iraq,4,Neutral
tactic,4,Neutral
clue,4,Neutral
degree,4,Neutral
likely,4,Neutral
hated,4,Negativa
simple,4,Neutral
solution,4,Neutral
fire,4,Neutral
legacy,4,Neutral
topic,4,Neutral
energy,4,Neutral
shouldnt,4,Neutral
property,4,Neutral
battery,4,Neutral
buying,4,Neutral
worth,4,Positiva
drop,4,Neutral
challenge,4,Neutral
selection,4,Neutral
origin,4,Neutral
gore,4,Neutral
subject,4,Neutral
relationship,4,Neutral
forever,4,Neutral
buddy,4,Neutral
currently,4,Neutral
anybody,4,Neutral
k,4,Neutral
dare,4,Neutral
debating,4,Neutral
provide,4,Neutral
responsible,4,Neutral
form,4,Neutral
innocent,4,Neutral
request,4,Neutral
believable,4,Positiva
tone,4,Neutral
reach,4,Neutral
experiment,4,Neutral
directly,4,Neutral
republic,4,Neutral
rape,4,Negativa
violent,4,Negativa
marriage,4,Neutral
n,4,Neutral
built,4,Neutral
comedy,4,Neutral
touch,4,Neutral
excited,4,Positiva
dear,4,Neutral
responsibility,4,Neutral
served,4,Neutral
humiliated,4,Neutral
blessing,4,Positiva
gender,4,Neutral
crisis,4,Negativa
stagnant,4,Negativa
aside,4,Neutral
rose,4,Neutral
dc,4,Neutral
area,4,Neutral
received,4,Neutral
immigration,4,Neutral
standing,4,Neutral
ride,4,Neutral
tariff,4,Neutral
winning,4,Positiva
grace,4,Positiva
claiming,4,Neutral
ceo,4,Neutral
refreshing,4,Positiva
bot,4,Neutral
substance,4,Neutral
leading,4,Positiva
murdered,4,Neutral
intellectual,4,Neutral
leftist,4,Neutral
insurrection,4,Negativa
yep,4,Neutral
required,4,Neutral
scary,4,Negativa
smh,4,Neutral
raised,4,Neutral
disappointed,4,Negativa
activist,4,Neutral
witch,4,Neutral
taken,4,Neutral
butt,4,Neutral
host,4,Neutral
insult,4,Negativa
supreme,4,Positiva
alone,4,Neutral
insurrectionist,4,Neutral
nonsense,4,Negativa
educated,4,Positiva
hang,4,Negativa
giuliani,4,Neutral
ended,4,Neutral
moron,4,Negativa
objective,4,Neutral
upset,4,Negativa
skill,4,Positiva
general,4,Neutral
constant,4,Neutral
dem,4,Neutral
superior,4,Positiva
foolish,4,Negativa
push,4,Neutral
stream,4,Neutral
industrial,4,Neutral
billion,4,Neutral
dickhead,4,Neutral
rest,4,Neutral
unless,4,Neutral
weve,4,Neutral
kick,4,Neutral
fan,4,Neutral
cringe,4,Negativa
laughable,4,Negativa
considering,4,Neutral
shown,4,Neutral
meant,4,Neutral
soooo,4,Neutral
safety,4,Neutral
brown,4,Neutral
lifetime,4,Neutral
traitor,4,Negativa
aipac,4,Neutral
anti,4,Neutral
professional,4,Neutral
supposed,4,Neutral
write,4,Neutral
panel,4,Neutral
billionaire,4,Neutral
checked,4,Neutral
reward,4,Positiva
town,4,Neutral
crypto,4,Neutral
language,4,Neutral
deportation,4,Neutral
light,4,Neutral
tough,4,Positiva
ball,4,Neutral
demand,4,Neutral
interesting,4,Positiva
dt,4,Neutral
shalt,4,Neutral
plot,4,Negativa
title,4,Neutral
victim,4,Neutral
image,4,Neutral
objectivity,4,Neutral
flexible,4,Positiva
vibe,4,Neutral
jealous,4,Negativa
snake,4,Neutral
advocate,4,Positiva
daughter,4,Neutral
coward,4,Negativa
conversation,4,Neutral
attention,4,Neutral
hire,4,Neutral
cheating,4,Negativa
kinda,4,Neutral
notice,4,Neutral
creator,4,Neutral
jp,4,Neutral
compare,4,Neutral
grow,4,Neutral
prophet,4,Neutral
raising,4,Neutral
follows,4,Neutral
elegy,4,Neutral
tomorrow,4,Neutral
silicon,4,Neutral
begin,4,Neutral
disrespectful,4,Negativa
apology,4,Neutral
zionist,4,Neutral
gain,4,Positiva
son,4,Neutral
blessed,4,Neutral
considered,4,Neutral
tucker,4,Neutral
freak,4,Negativa
nikki,4,Neutral
beginning,4,Neutral
uncle,4,Neutral
arm,4,Neutral
lately,4,Neutral
capable,4,Positiva
sleep,4,Neutral
moustache,4,Neutral
interviewed,4,Neutral
mixed,4,Neutral
bush,4,Neutral
hindu,4,Neutral
pic,4,Neutral
concern,4,Negativa
prosperity,4,Positiva
death,4,Negativa
keeping,4,Neutral
kamalas,4,Neutral
goodness,4,Positiva
consider,4,Neutral
doctor,4,Neutral
miserable,4,Negativa
exercise,4,Neutral
double,4,Neutral
finish,4,Neutral
killing,4,Negativa
