Palabra,Frecuencia,Sentimiento
rule,17,Neutral
least,17,Neutral
billion,17,Neutral
ok,17,Neutral
different,17,Neutral
early,17,Neutral
looking,17,Neutral
daddy,17,Neutral
evil,16,Negativa
lack,16,Negativa
second,16,Neutral
finally,16,Neutral
rate,16,Neutral
total,16,Neutral
hey,16,Neutral
tims,16,Neutral
bless,16,Positiva
etc,16,Neutral
okay,16,Neutral
red,16,Neutral
leave,16,Neutral
brought,16,Neutral
week,16,Neutral
came,16,Neutral
gwen,16,Neutral
closet,16,Neutral
yall,16,Neutral
education,16,Neutral
group,16,Neutral
fan,16,Neutral
listen,16,Neutral
awesome,16,Positiva
nice,16,Positiva
taking,16,Neutral
check,16,Neutral
speaks,16,Neutral
north,16,Neutral
immigration,16,Neutral
carlson,15,Neutral
attack,15,Negativa
figure,15,Neutral
along,15,Neutral
billionaire,15,Neutral
telling,15,Neutral
set,15,Neutral
male,15,Neutral
taxpayer,15,Neutral
fire,15,Neutral
loser,15,Negativa
speaker,15,Neutral
sister,15,Neutral
disaster,15,Negativa
born,15,Neutral
totally,15,Neutral
served,15,Neutral
living,15,Neutral
healthcare,15,Neutral
tear,15,Neutral
cry,15,Negativa
supporting,15,Positiva
huge,15,Neutral
research,15,Neutral
needed,15,Neutral
especially,15,Neutral
kamalas,15,Neutral
system,15,Neutral
lady,15,Neutral
interest,15,Neutral
eat,15,Neutral
tough,15,Positiva
youtube,14,Neutral
mad,14,Negativa
obvious,14,Neutral
mic,14,Neutral
worked,14,Positiva
crazy,14,Negativa
happen,14,Neutral
break,14,Negativa
vehicle,14,Neutral
promise,14,Positiva
peace,14,Positiva
destroy,14,Negativa
n,14,Neutral
heart,14,Neutral
minneapolis,14,Neutral
small,14,Neutral
took,14,Neutral
piece,14,Neutral
number,14,Neutral
throw,14,Neutral
able,14,Neutral
coward,14,Negativa
church,14,Neutral
laugh,14,Neutral
course,14,Neutral
asked,14,Neutral
ban,14,Neutral
pathetic,14,Negativa
cool,14,Positiva
presidential,14,Neutral
picked,14,Neutral
socialist,14,Neutral
position,14,Neutral
police,14,Neutral
afford,14,Positiva
lost,14,Negativa
allowing,14,Neutral
grew,14,Neutral
speaking,13,Neutral
including,13,Neutral
federal,13,Neutral
waste,13,Negativa
folk,13,Neutral
death,13,Negativa
somebody,13,Neutral
biggest,13,Neutral
meant,13,Neutral
cause,13,Neutral
except,13,Neutral
signed,13,Neutral
failure,13,Negativa
near,13,Neutral
double,13,Neutral
agenda,13,Neutral
sick,13,Negativa
hold,13,Neutral
deep,13,Neutral
major,13,Neutral
favorite,13,Positiva
spoke,13,Neutral
charge,13,Neutral
order,13,Neutral
body,13,Neutral
behind,13,Neutral
neighbor,13,Neutral
damn,13,Negativa
street,13,Neutral
drug,13,Neutral
program,13,Neutral
chance,13,Neutral
fraud,13,Negativa
statement,13,Neutral
close,13,Neutral
voice,13,Neutral
guard,13,Neutral
genuine,13,Positiva
perfect,13,Positiva
thinking,13,Neutral
result,13,Neutral
elected,13,Neutral
cooky,13,Neutral
play,13,Neutral
shed,13,Neutral
aoc,13,Neutral
whatever,12,Neutral
however,12,Neutral
blame,12,Negativa
personal,12,Neutral
solution,12,Neutral
energy,12,Neutral
wake,12,Neutral
belief,12,Neutral
fool,12,Negativa
continue,12,Neutral
listening,12,Neutral
bit,12,Neutral
explain,12,Neutral
lord,12,Neutral
stuff,12,Neutral
single,12,Neutral
creep,12,Negativa
lived,12,Neutral
disgrace,12,Negativa
town,12,Neutral
decision,12,Neutral
winning,12,Positiva
given,12,Neutral
havent,12,Neutral
college,12,Neutral
earth,12,Neutral
square,12,Neutral
knucklehead,12,Neutral
fair,12,Positiva
star,12,Neutral
walzs,12,Neutral
career,12,Neutral
air,12,Neutral
mention,12,Neutral
housing,12,Neutral
higher,12,Neutral
migrant,12,Neutral
justice,12,Neutral
leftist,12,Neutral
victim,12,Neutral
idea,12,Neutral
affordable,12,Positiva
music,12,Neutral
ground,12,Neutral
rican,12,Neutral
us,11,Neutral
cost,11,Neutral
opinion,11,Neutral
losing,11,Negativa
hypocrite,11,Negativa
loss,11,Negativa
action,11,Neutral
dead,11,Negativa
court,11,Neutral
prison,11,Negativa
society,11,Neutral
rhetoric,11,Negativa
either,11,Neutral
green,11,Neutral
hunter,11,Neutral
ridiculous,11,Negativa
horrible,11,Negativa
false,11,Negativa
division,11,Neutral
knew,11,Neutral
combat,11,Neutral
lead,11,Positiva
afghanistan,11,Neutral
forget,11,Neutral
destroyed,11,Neutral
gop,11,Neutral
started,11,Neutral
congress,11,Neutral
soul,11,Neutral
room,11,Neutral
sweet,11,Positiva
phony,11,Negativa
clinton,11,Neutral
feed,11,Neutral
attempt,11,Neutral
wholesome,11,Positiva
late,11,Neutral
shame,11,Negativa
absolute,11,Neutral
bet,11,Neutral
hurt,11,Negativa
benefit,11,Positiva
hit,11,Neutral
dumb,11,Negativa
constitution,11,Neutral
hasnt,11,Neutral
generation,11,Neutral
building,11,Neutral
concept,11,Neutral
carolina,11,Neutral
clip,11,Neutral
abc,11,Neutral
moving,10,Neutral
january,10,Neutral
felon,10,Negativa
brain,10,Neutral
smell,10,Negativa
weirdo,10,Neutral
trouble,10,Negativa
trumpvance,10,Neutral
aint,10,Neutral
stopped,10,Neutral
member,10,Neutral
welcome,10,Positiva
fear,10,Negativa
choose,10,Neutral
protect,10,Positiva
send,10,Neutral
female,10,Neutral
front,10,Neutral
serious,10,Neutral
hearing,10,Neutral
anymore,10,Neutral
crap,10,Negativa
progressive,10,Positiva
arent,10,Neutral
rest,10,Neutral
stood,10,Neutral
none,10,Neutral
cringe,10,Negativa
shirt,10,Neutral
shouldnt,10,Neutral
husband,10,Neutral
agree,10,Neutral
buck,10,Neutral
based,10,Neutral
pride,10,Positiva
general,10,Neutral
loved,10,Positiva
light,10,Neutral
seeing,10,Neutral
showed,10,Neutral
jr,10,Neutral
lower,10,Neutral
strong,10,Positiva
typical,10,Neutral
doubt,10,Negativa
standing,10,Neutral
football,10,Neutral
bucket,10,Neutral
area,10,Neutral
possible,10,Neutral
israel,10,Neutral
response,10,Neutral
grocery,10,Neutral
weapon,10,Neutral
socialism,10,Neutral
stupidest,10,Negativa
reading,10,Neutral
cnn,10,Neutral
zero,10,Neutral
landfill,10,Neutral
pr,10,Neutral
conspiracy,10,Negativa
bioterrorism,10,Neutral
cheese,10,Neutral
interesting,9,Positiva
ad,9,Neutral
context,9,Neutral
individual,9,Neutral
helped,9,Positiva
protecting,9,Neutral
language,9,Neutral
extreme,9,Neutral
bot,9,Neutral
worker,9,Neutral
happened,9,Neutral
delusional,9,Negativa
foreign,9,Neutral
load,9,Neutral
moved,9,Neutral
walk,9,Neutral
three,9,Neutral
employee,9,Neutral
independent,9,Neutral
letting,9,Neutral
handle,9,Neutral
clean,9,Positiva
poll,9,Neutral
homeless,9,Neutral
simple,9,Neutral
veteran,9,Neutral
pray,9,Neutral
cover,9,Neutral
passed,9,Neutral
owner,9,Neutral
daily,9,Neutral
exactly,9,Neutral
touch,9,Neutral
gone,9,Neutral
le,9,Neutral
insane,9,Negativa
religious,9,Neutral
track,9,Neutral
according,9,Neutral
extremely,9,Neutral
wave,9,Neutral
disability,9,Neutral
narrative,9,Neutral
wonderful,9,Positiva
sleep,9,Neutral
damage,9,Negativa
restroom,9,Neutral
dnc,9,Neutral
duo,9,Neutral
john,9,Neutral
rfk,9,Neutral
rock,9,Neutral
self,9,Neutral
tv,9,Neutral
sometimes,9,Neutral
shell,9,Neutral
youll,9,Neutral
county,9,Neutral
chaos,9,Negativa
beginning,9,Neutral
sent,9,Neutral
complete,9,Neutral
host,9,Neutral
david,9,Neutral
woke,9,Neutral
innocent,9,Neutral
book,9,Neutral
smile,9,Positiva
post,9,Neutral
hatred,9,Negativa
scripted,9,Neutral
v,9,Neutral
built,9,Neutral
propaganda,9,Negativa
nazi,9,Neutral
local,9,Neutral
anti,9,Neutral
actual,9,Neutral
lmao,9,Neutral
secure,9,Positiva
electric,9,Neutral
lose,9,Negativa
ahead,9,Neutral
dream,9,Neutral
across,9,Neutral
moron,9,Negativa
reality,9,Neutral
crisis,9,Negativa
msnbc,9,Neutral
spice,9,Neutral
spicy,9,Neutral
ricans,9,Neutral
bc,9,Neutral
game,9,Neutral
endorsement,9,Positiva
hiding,8,Neutral
audience,8,Neutral
chinese,8,Neutral
official,8,Neutral
bias,8,Negativa
natural,8,Neutral
spread,8,Neutral
force,8,Neutral
simply,8,Neutral
opponent,8,Negativa
found,8,Neutral
movement,8,Neutral
remark,8,Neutral
ppl,8,Neutral
married,8,Neutral
successful,8,Positiva
safety,8,Neutral
hero,8,Positiva
color,8,Neutral
channel,8,Neutral
tariff,8,Neutral
hour,8,Neutral
danger,8,Negativa
everywhere,8,Neutral
russia,8,Neutral
fund,8,Neutral
vision,8,Neutral
radical,8,Negativa
ta,8,Neutral
freak,8,Negativa
worry,8,Negativa
thousand,8,Neutral
loud,8,Negativa
opportunity,8,Neutral
nonsense,8,Negativa
acting,8,Neutral
pure,8,Positiva
jesus,8,Neutral
seriously,8,Neutral
corrupt,8,Negativa
concert,8,Neutral
po,8,Neutral
allow,8,Neutral
qualified,8,Positiva
christian,8,Neutral
conservative,8,Negativa
ivf,8,Neutral
killed,8,Negativa
son,8,Neutral
minnesotan,8,Neutral
main,8,Neutral
unfortunately,8,Negativa
easy,8,Positiva
surgery,8,Neutral
nobody,8,Neutral
type,8,Neutral
land,8,Neutral
worried,8,Negativa
camera,8,Neutral
medical,8,Neutral
prepared,8,Neutral
tired,8,Negativa
midwestern,8,Neutral
shower,8,Neutral
suck,8,Negativa
integrity,8,Neutral
changed,8,Neutral
legal,8,Neutral
taken,8,Neutral
presidency,8,Neutral
senior,8,Neutral
beyond,8,Neutral
highly,8,Neutral
offer,8,Neutral
ohio,8,Neutral
mom,8,Neutral
dictator,8,Negativa
excited,8,Positiva
provide,8,Neutral
worth,8,Positiva
example,8,Neutral
referring,8,Neutral
bidenharris,8,Neutral
correct,8,Positiva
picking,8,Neutral
timpon,8,Neutral
spending,8,Neutral
california,8,Neutral
r,8,Neutral
honestly,8,Neutral
decent,8,Positiva
within,8,Neutral
press,8,Neutral
international,8,Neutral
dislike,8,Negativa
tony,8,Neutral
buying,8,Neutral
crypto,8,Neutral
affair,7,Neutral
mandate,7,Neutral
worldwide,7,Neutral
blaming,7,Neutral
failed,7,Negativa
unemployment,7,Neutral
market,7,Neutral
looked,7,Neutral
couch,7,Neutral
yr,7,Neutral
j,7,Neutral
flag,7,Neutral
sell,7,Neutral
inside,7,Neutral
tool,7,Neutral
elmer,7,Neutral
involved,7,Neutral
sign,7,Neutral
fighting,7,Neutral
drive,7,Neutral
fine,7,Positiva
quite,7,Neutral
killing,7,Negativa
insulting,7,Negativa
tie,7,Neutral
selling,7,Neutral
mile,7,Neutral
excuse,7,Negativa
wall,7,Neutral
increased,7,Neutral
property,7,Neutral
snitch,7,Neutral
celebrity,7,Neutral
debt,7,Negativa
fired,7,Neutral
hilarious,7,Positiva
whose,7,Neutral
lucky,7,Positiva
spent,7,Neutral
educated,7,Positiva
hunger,7,Neutral
sitting,7,Neutral
rent,7,Neutral
suffering,7,Negativa
dying,7,Negativa
card,7,Neutral
common,7,Neutral
tiananmen,7,Neutral
wheres,7,Neutral
mike,7,Neutral
fall,7,Negativa
terrorist,7,Neutral
enemy,7,Negativa
plus,7,Neutral
treatment,7,Neutral
pull,7,Neutral
admit,7,Neutral
appreciate,7,Positiva
meanwhile,7,Neutral
desperately,7,Negativa
showing,7,Neutral
decide,7,Neutral
compare,7,Neutral
sanctuary,7,Neutral
driver,7,Neutral
pushed,7,Neutral
scary,7,Negativa
vet,7,Neutral
army,7,Neutral
multiple,7,Neutral
promised,7,Positiva
fit,7,Neutral
endorsed,7,Positiva
childrens,7,Neutral
afraid,7,Negativa
strategy,7,Neutral
lunch,7,Neutral
chose,7,Neutral
trans,7,Neutral
demon,7,Negativa
barack,7,Neutral
morning,7,Neutral
weve,7,Neutral
zone,7,Neutral
raised,7,Neutral
kept,7,Neutral
watched,7,Neutral
weak,7,Negativa
sit,7,Neutral
empty,7,Neutral
pushing,7,Neutral
rank,7,Neutral
chosen,7,Neutral
refreshing,7,Positiva
homosexual,7,Neutral
till,7,Neutral
bag,7,Neutral
choosing,7,Neutral
created,7,Neutral
experience,7,Neutral
deserve,7,Neutral
table,7,Neutral
master,7,Positiva
minute,7,Neutral
page,7,Neutral
tried,7,Neutral
push,7,Neutral
outlet,7,Neutral
pennsylvania,7,Neutral
hair,7,Neutral
intelligent,7,Positiva
boring,7,Negativa
biased,7,Negativa
violent,7,Negativa
orange,7,Neutral
couple,7,Neutral
asking,7,Neutral
sir,7,Neutral
evidence,7,Neutral
bidens,7,Neutral
consider,7,Neutral
dear,7,Neutral
event,7,Neutral
shit,7,Negativa
unity,7,Positiva
network,7,Neutral
scout,7,Neutral
milwaukee,7,Neutral
putin,7,Neutral
rigged,7,Neutral
beef,7,Neutral
queen,6,Neutral
mentioned,6,Neutral
recently,6,Neutral
source,6,Neutral
measure,6,Neutral
vaccine,6,Neutral
expert,6,Neutral
due,6,Neutral
internet,6,Neutral
broke,6,Negativa
threat,6,Negativa
information,6,Neutral
guilty,6,Negativa
middleclass,6,Neutral
poverty,6,Negativa
mirror,6,Neutral
laughing,6,Neutral
tape,6,Neutral
tesla,6,Neutral
bible,6,Neutral
outside,6,Neutral
donold,6,Neutral
nearly,6,Neutral
fascist,6,Negativa
hired,6,Neutral
fail,6,Negativa
deserves,6,Neutral
versus,6,Neutral
nd,6,Neutral
grade,6,Neutral
missed,6,Negativa
serve,6,Neutral
currently,6,Neutral
bull,6,Neutral
younger,6,Neutral
minority,6,Neutral
flagstaff,6,Neutral
notice,6,Neutral
posted,6,Neutral
effort,6,Neutral
yesterday,6,Neutral
behavior,6,Neutral
completely,6,Neutral
arizona,6,Neutral
facing,6,Neutral
ignorant,6,Negativa
fed,6,Neutral
p,6,Neutral
f,6,Neutral
bread,6,Neutral
appeal,6,Positiva
message,6,Neutral
wrote,6,Neutral
talked,6,Neutral
die,6,Negativa
slur,6,Negativa
primary,6,Neutral
southern,6,Neutral
mess,6,Negativa
actor,6,Neutral
wearing,6,Neutral
st,6,Neutral
machine,6,Neutral
puppet,6,Negativa
driving,6,Neutral
approach,6,Neutral
capacity,6,Neutral
meeting,6,Neutral
lawsuit,6,Neutral
safe,6,Positiva
despite,6,Neutral
faith,6,Positiva
gender,6,Neutral
add,6,Neutral
purpose,6,Neutral
separation,6,Neutral
pretending,6,Neutral
wear,6,Neutral
nonsensical,6,Neutral
ruined,6,Negativa
rather,6,Neutral
match,6,Neutral
create,6,Neutral
riot,6,Neutral
vibe,6,Neutral
alien,6,Neutral
omg,6,Neutral
loose,6,Negativa
nebraska,6,Neutral
fellow,6,Neutral
relatable,6,Neutral
mvp,6,Neutral
hitler,6,Neutral
staff,6,Neutral
retired,6,Neutral
command,6,Neutral
decade,6,Neutral
known,6,Neutral
breath,6,Neutral
helping,6,Positiva
understanding,6,Neutral
seem,6,Neutral
bully,6,Negativa
role,6,Neutral
loving,6,Positiva
fantastic,6,Positiva
sadly,6,Negativa
grow,6,Neutral
enjoy,6,Positiva
bar,6,Neutral
platform,6,Neutral
conversation,6,Neutral
african,6,Neutral
unit,6,Neutral
south,6,Neutral
brown,6,Neutral
noticed,6,Neutral
episode,6,Neutral
played,6,Neutral
hole,6,Neutral
lier,6,Negativa
birth,6,Neutral
learning,6,Neutral
likely,6,Neutral
musician,6,Neutral
funding,6,Neutral
burning,6,Negativa
donut,6,Neutral
struggle,6,Negativa
farmer,6,Neutral
sane,6,Positiva
related,6,Neutral
hahaha,6,Neutral
dish,6,Neutral
hotdish,6,Neutral
turned,6,Neutral
basically,6,Neutral
missing,6,Neutral
becoming,6,Neutral
ai,6,Neutral
hurricane,6,Neutral
whitehouse,6,Neutral
agency,6,Neutral
appears,6,Neutral
traitor,6,Negativa
korea,6,Neutral
cartel,6,Neutral
mcdonalds,6,Neutral
decency,6,Positiva
sex,6,Neutral
cream,6,Neutral
proper,6,Positiva
equal,6,Neutral
jealous,6,Negativa
represent,6,Neutral
embarrassment,6,Negativa
spoken,6,Neutral
marxist,6,Neutral
spend,6,Neutral
soooo,6,Neutral
germany,6,Neutral
soldier,6,Neutral
blessing,6,Positiva
shapiro,6,Neutral
salad,6,Neutral
racism,6,Negativa
angry,6,Negativa
elite,6,Positiva
freaking,6,Negativa
step,6,Neutral
knowing,6,Neutral
wealthy,6,Positiva
adversary,6,Negativa
management,6,Neutral
growth,6,Neutral
hardship,6,Negativa
represents,6,Neutral
pepper,6,Neutral
meaning,6,Neutral
dog,6,Neutral
comedy,6,Neutral
misinformation,6,Neutral
everyday,6,Neutral
cheap,6,Negativa
manual,6,Neutral
reporting,6,Neutral
shadow,6,Neutral
endorsing,6,Positiva
mexico,6,Neutral
raise,6,Neutral
asheville,6,Neutral
mayo,6,Neutral
seasoning,6,Neutral
youve,5,Neutral
ignore,5,Negativa
reach,5,Neutral
possibly,5,Neutral
consequence,5,Neutral
leading,5,Positiva
senator,5,Neutral
regular,5,Neutral
sentence,5,Neutral
theyve,5,Neutral
lately,5,Neutral
period,5,Neutral
content,5,Neutral
advice,5,Neutral
wallet,5,Neutral
phrase,5,Neutral
exercise,5,Neutral
letter,5,Neutral
werent,5,Neutral
immediately,5,Neutral
embarrassing,5,Negativa
anybody,5,Neutral
bought,5,Neutral
owned,5,Neutral
store,5,Neutral
michigan,5,Neutral
smarter,5,Positiva
round,5,Neutral
diddy,5,Neutral
alive,5,Neutral
humble,5,Positiva
paying,5,Neutral
constitutional,5,Neutral
iq,5,Neutral
massive,5,Neutral
supposed,5,Neutral
toilet,5,Neutral
reminds,5,Neutral
greatest,5,Positiva
older,5,Neutral
intelligence,5,Positiva
resident,5,Neutral
partisan,5,Negativa
comfortable,5,Positiva
third,5,Neutral
admin,5,Neutral
released,5,Neutral
hubby,5,Neutral
lifetime,5,Neutral
sickening,5,Negativa
muslim,5,Neutral
king,5,Neutral
hide,5,Neutral
meat,5,Neutral
build,5,Neutral
photo,5,Neutral
desperate,5,Negativa
gate,5,Neutral
forgot,5,Neutral
population,5,Neutral
highest,5,Neutral
final,5,Neutral
